NewRef,New_ID,New_ID_Bis,Old-ID,CurrentLabel,Current+,Current-no-macrons,Revise,RevisedLabel,RevisedLabel-no-macrons,TC-Notes,Status,Julia,Stephanie,Notes-From-Ian,NewNotes4/26,Notes-4-Ian,My-Notes,Other_Name,Monastery,Multiple,Arabic-Name,URIs,Syriaca_ID,Syriaca_Name,02-03,04-05,6,7,8,9,10-11,12-13,14,15,16-17,18,19
111,257,New257,Old263,Petra,Petra,Petra,FALSE,,Petra/Wadi Musa,,FINAL,,,,,,,,,,,,http://syriaca.org/place/157,Petra,02-03,,,,8,,,,,,,,
112,#N/A,#N/A,#N/A,Philadelphia,Philadelphia,Philadelphia,FALSE,,,,FINAL,,,,,,,,,,,https://pleiades.stoa.org/places/697728,,#N/A,02-03,,,,,,,,,,,,
113,487,New487,,PONTUS,PONTUS,PONTUS,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/633,#N/A,02-03,,,,,,,,,,,,
114,#N/A,#N/A,#N/A,Ptolemaïs,Ptolemaïs,Ptolemaïs,FALSE,Ptolemaïs/Akko,Ptolemaïs/Akko,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/14,#N/A,02-03,,,,,,,,,,,,
115,#N/A,#N/A,#N/A,Radhan,Radhan,Radhan,FALSE,RĀDHĀN/BETH DARON,RADHAN/BETH DARON,,REVISE,,,leaving that to map 2-3 and the zoomed-in map of that part of Mesopotamia.,Okay to keep as point if region won't fit.,Okay to keep as point if region won't fit.,Manṣūriyya,,,,,,http://syriaca.org/place/2274,#N/A,02-03,,,,,,,12-13,,,,,
116,#N/A,#N/A,#N/A,Raphia,Raphia,Raphia,FALSE,,,,FINAL,,,,,,,,,,,https://pleiades.stoa.org/places/688015,,#N/A,02-03,,,,,,,,,,,,
117,#N/A,#N/A,#N/A,Resaena,Resaena,Resaena,FALSE,Reshʿayna,Reshʿayna,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/172,Reshʿayna,02-03,,,,,,,,,,,,
118,#N/A,#N/A,#N/A,Salamis/Constantia,Salamis/Constantia,Salamis/Constantia,FALSE,,,,FINAL,,,,,,,,,,,https://pleiades.stoa.org/places/707617,,#N/A,02-03,,,,,,,,,,,,
119,#N/A,#N/A,#N/A,Samosata,Samosata,Samosata,FALSE,,Samosata/Sumaysaṭ,,FINAL,,,,,,,,,,,,http://syriaca.org/place/178,#REF!,02-03,,,,,,10-11,,,,,,
120,99,New99,Old447,Scythopolis,Scythopolis,Scythopolis,FALSE,,Scythopolis/Baysan,,FINAL,,,,,,,,,,,,http://syriaca.org/place/180,Scythopolis,02-03,,,,8,,,,,,,,
121,#N/A,#N/A,#N/A,Sebasteia,Sebasteia,Sebasteia,FALSE,,,,FINAL,,,,,,,,,,,https://pleiades.stoa.org/places/629075,,#N/A,02-03,,,,,,,,,,,,
122,61,New61,Old157,Seleucia,Seleucia,Seleucia,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/182,Seleucia,02-03,,,,,,,12-13,,,,,
123,217,New217,,Seleucia Pieria,Seleucia Pieria,Seleucia Pieria,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/183,#N/A,02-03,,6,,,,,,,,,,
124,#N/A,#N/A,#N/A,Sergiopolis,Sergiopolis,Sergiopolis,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/165,Sergiopolis,02-03,,,,,,,,,,,,
125,81,New81,Old57,Shahrzūr,Shahrzūr,Shahrzur,Revise,Shāhrzūr,Shahrzur,,LABEL REV.,,,,,,"I don't think ""Shahr"" has a long vowel.",Shahr-e Zūr,,,,https://en.wikipedia.org/wiki/Shahr-e_Zur,http://syriaca.org/place/2371,Shāhrzūr,02-03,,,,,,10-11,12-13,14,,,,
126,#N/A,#N/A,#N/A,Shenna?,Shenna?,Shenna?,FALSE,Shenna d-Beth Raman?,Shenna d-Beth Raman,I don't think this needs a question mark at the zoomed out scale. We know it was at the confluence of those two rivers. I would add the name al-Sinn at the same location on maps 04-05 and 10-11.,LABEL REV.,,,,An author points out that in 04-05 we don't need the question mark given the scale.,"At this scale, we don't need the question mark. Please add the name al-Sinn at the same location on map 10-11.",,,,,,http://www.trismegistos.org/place/49706,http://syriaca.org/place/869,#N/A,02-03,04-05,,,,,10-11,12-13,,,,,
127,306,New306,,Sidon,Sidon,Sidon,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/187,#N/A,02-03,04-05,,7,8,,,,,,,,
128,#N/A,#N/A,#N/A,Singara,Singara,Singara,FALSE,,,,FINAL,,,,,,,,,,,https://pleiades.stoa.org/places/874699,http://syriaca.org/place/184,#N/A,02-03,,,,,,,,,,,,
129,#N/A,#N/A,#N/A,Sirawan,Sirawan,Sirawan,FALSE,Sīrawān,,,FINAL,,,,,,https://books.google.com/books?id=7k0hAwAAQBAJ&pg=PA24&lpg=PA24&dq=AS-Sirawan+Iraq&source=bl&ots=7rANMhfgJX&sig=9bEijMOd_chPi_5a-SOTIlx0agA&hl=en&sa=X&ved=0ahUKEwimkfuUu4nTAhUIslQKHQnRDtAQ6AEIPTAH#v=onepage&q=AS-Sirawan%20Iraq&f=false,,,,,N/A,,#N/A,02-03,,,,,,,12-13,14,,,,
130,78,New78,Old133,Susa,Susa,Susa,FALSE,,,,FINAL,,,,,,Add name Shush?,,,,,,http://syriaca.org/place/415,Susa,02-03,,,,,,,12-13,14,,,,
131,442,New442,Old134,SYRIA,SYRIA,SYRIA,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/486,Syria,02-03,04-05,6,7,,,10-11,,,,,,
132,#N/A,#N/A,#N/A,Syrian Desert,Syrian Desert,Syrian Desert,FALSE,,,,FINAL,,,,,,,,,,,https://en.wikipedia.org/wiki/Syrian_Desert,,#N/A,,04-05,6,7,,,10-11,,,,,,
133,58,New58,Old13,Tabriz,Tabriz,Tabriz,FALSE,,,,FINAL,,,,,,http://www.iranicaonline.org/articles/tabriz-05-city-in-19th-cent,,,,,,http://syriaca.org/place/308,Tabriz,02-03,04-05,,,,,10-11,,14,,,,
134,72,New72,Old290,Tagrit,Tagrit,Tagrit,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/193,Tagrit,02-03,04-05,,,,,10-11,12-13,,,,,
135,219,New219,,Tarsus,Tarsus,Tarsus,FALSE,,,,FINAL,,,,,,Perhaps Tarsos (Greek form)?,,,,,,http://syriaca.org/place/196,#N/A,02-03,04-05,6,,,,,,,,,,
136,122,New122,Old292,Tella/Constantina,Tella/Constantina,Tella/Constantina,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/200,Tella,02-03,,,,,,10-11,,,,,,
137,#N/A,#N/A,#N/A,Theodosiopolis,Theodosiopolis,Theodosiopolis,FALSE,,,,LABEL REV.,,,,,,,,,,,https://pleiades.stoa.org/places/874373,http://syriaca.org/place/484,#N/A,02-03,,,,,,,,,,,,
138,304,New304,,Tiberias,Tiberias,Tiberias,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/201,#N/A,02-03,04-05,,,8,,,,,,,,
139,#N/A,#N/A,#N/A,Tigris R.,Tigris R.,Tigris R.,FALSE,,,,REVISE,,,,,"Dan King asks is we can label major rivers on the large scale maps 02-03, 04-05 if not labelled and space permits.",,,,,,,http://syriaca.org/place/202,Tigris,02-03,04-05,,,,,10-11,12-13,14,,,,19
140,118,New118,Old492,Trebizond,Trebizond,Trebizond,FALSE,,,,FINAL,,,,,,,,,,,https://pleiades.stoa.org/places/857359,,#N/A,02-03,04-05,,,,,,,,,,,
141,#N/A,#N/A,#N/A,Tripolis,Tripolis,Tripolis,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/203,#N/A,02-03,,,,,,,,,,,,
142,#N/A,#N/A,#N/A,Tyana,Tyana,Tyana,FALSE,,,,FINAL,,,,,,,,,,,http://pleiades.stoa.org/places/648801,,#N/A,02-03,,,,,,,,,,,,
143,214,New214,,Tyre,Tyre,Tyre,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/195,#N/A,02-03,04-05,,7,8,,,,,,,,
144,#N/A,#N/A,#N/A,Vagharshapat,Vagharshapat,Vagharshapat,FALSE,,,,FINAL,,,,,,,,,,,https://pleiades.stoa.org/places/863815,,#N/A,02-03,,,,,,,,,,,,
145,59,New59,Old174,Van,Van,Van,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/791,Van,02-03,04-05,,,,,10-11,,14,,,,19
146,346,New346,,Vologesias,Vologesias,Vologesias,FALSE,Veh-Ardashīr/Maḥoza/Kokhe,Veh-Ardashir/Maḥoza/Kokhe,,REVISE,,,,,"Since space is limited, let's move this point in slightly and use it for Veh-Ardashir/Maḥoza/Kokhe instead of Vologesias please, and should we add these to map 14?",,,,,,http://www.iranicaonline.org/articles/beh-ardasir-mid,http://syriaca.org/place/475,#N/A,02-03,,,,,,,12-13,,,,,
147,140,New140,Old160,Zeugma,Zeugma,Zeugma,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/209,Zeugma,02-03,,6,,,,10-11,,,,,,
148,#N/A,#N/A,#N/A,ʕAnat,ʿAnat,ʿAnat,FALSE,ʿAna,ʿAna,,LABEL REV.,,,,,Prefer Arabic/Syriac form here,,,,,,https://pleiades.stoa.org/places/893936,http://syriaca.org/place/429,#N/A,02-03,04-05,,,,,10-11,,,,,,
149,200,New200,Old50,ʕUkbara,ʿUkbara,ʿUkbara,FALSE,,,,FINAL,,,"ʕUkbara – my coordinates are correct, I researched this point in detail and located the tell in Wikimapia.","Great, thanks.",Are the coordinates correct? See https://pleiades.stoa.org/places/893968,"I have not seen this in Syriac, only in Arabic, where it should have a macron on the final 'a'.",,,,,https://pleiades.stoa.org/places/893968,,#N/A,02-03,,,,,,,12-13,,,,,
150,#N/A,#N/A,#N/A,(Old) Baṣra/Zubayr,(Old) Baṣra/Zubayr,(Old) Baṣra/Zubayr,FALSE,,(Old) Baṣra,"Let's exclude this. Al-Zubayr is not, according to the authors I contacted, the original site of Basra.",QUESTION,,,,"Let's exclude this. Al-Zubayr is not, according to the authors I contacted, the original site of Basra.","Let's exclude this. Al-Zubayr is not, according to the authors I contacted, the original site of Basra.",,,,,,,,#N/A,,04-05,,,,,,12-13,,,,,
151,#N/A,#N/A,#N/A,Acre,Acre,Acre,FALSE,,Acre/Akko/ʿAkka,"On map 08 you add Akko as an alternate name, so you should also add Akko (or even better, the Arabic transliteration ʿAkkā) as an alternate name on map 04-05",FINAL,,,,,Can we fit these three on Map 08 or should we add the Arabic on 04-05?,,,,,,,http://syriaca.org/place/14,#N/A,,04-05,,,,,,,,,,,
152,#N/A,#N/A,#N/A,ADHARBAYJĀN,ADHARBAYJAN,ADHARBAYJAN,FALSE,ADHARBAYJAN,ADHARBAYJAN,,MACRON,,,"Adharbaijan – we already have Atropatene (as region) and Adurbadagan (as site), besides this label does not belong on this map.","Okay to keep as settlement on 02-03, on 04-05, could we please use the spelling ""ADHARBAYJAN"" no macron",I have deleted the macron. I defer to your judgement about space on 02-03.,,,,,,,http://syriaca.org/place/5,#N/A,,04-05,,,,,,,14,,,,
153,1,New1,Old176,Ahvaz,Ahvaz,Ahvaz,FALSE,Ahvāz/Hormoz-Ardashīr,Ahvaz/Hormuz-Ardashir,Should it be Ahvāz/Hormuz-Ardashīr for consistency?,LABEL REV.,,,included Hormoz-Ardashir in map 2-3; left Ahvaz alone on map 4-5.,Agree,,GK,,,,,http://www.iranicaonline.org/articles/ahvaz-parent,http://syriaca.org/place/96,#N/A,02-03,04-05,,,,,,12-13,14,,,,
154,53,New53,Old9,Akhlat,Akhlat,Akhlat,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/2312,Akhlat,,04-05,,,,,10-11,,,,,,
155,47,New47,Old3,Aleppo,Aleppo,Aleppo,FALSE,,Bereoa/Aleppo,,FINAL,,,,,,,,,,,,http://syriaca.org/place/2245,Aleppo,,04-05,6,,,,,,,,,,
156,#N/A,#N/A,#N/A,Alexandretta,Alexandretta,Alexandretta,FALSE,Alexandretta,Alexandretta,,LABEL REV.,,,"I don’t think we can easily fit Isekenderun, besides Alexandretta is the common name in English (like Aleppo) – it is even in an Indiana Jones movie.",Agree,,,,,,,,http://syriaca.org/place/663,#N/A,,04-05,,,,,,,,,,,
157,#N/A,#N/A,#N/A,al-Madāʔin,al-Madāʾin,al-Madaʾin,Revise,Maḥoze/Medinata/Madāʾin,Maḥoze/Medinata/al-Madaʾin,I would retain the al- before Madāʾin,REVISE,,,,"Sorry can we fit ""al-"" in al-Madaʾin","Please revise in 04-05 and is there a way we could include this plural label for the metropolitan area in 02-03 and 12-13? If needed, we could delete Weh-Antioḵ-e Ḵosrow",,,,,,http://referenceworks.brillonline.com/entries/encyclopaedia-of-islam-2/al-madain-SIM_4725?s.num=0&s.f.s2_parent=s.f.cluster.Encyclopaedia+of+Islam&s.q=al-Mad%C4%81%CA%BEin,,#N/A,02-03,04-05,,,,,,12-13,,,,,
159,223,New223,,Amasya,Amasya,Amasya,FALSE,,,,FINAL,,,"there is no common English form, and I think the modern form Amasya is more appropriate for this map. Compare Ankara and Konya.",Agree,,,,,,,,http://syriaca.org/place/292,#N/A,,04-05,,,,,,,,,,,
160,136,New136,Old139,Amida/Diyarbakir,Amida/Diyarbakir,Amida/Diyarbakir,FALSE,Amida/Diyarbakir,Amida/Diyarbakir,,LABEL REV.,,,,,Let's not use the dotless i as per IJMES style,"Diyarbakir is not the name of the city until 1937, so unless this map is meant to be modern as well as medieval, that name should be dropped. If you wish to be consistent with preferring Arabic name forms for the period after the Islamic conquests, you should use Āmid rather than Amida.",,,,,,http://syriaca.org/place/8,Amida,,04-05,,,,,10-11,,,,,,
161,#N/A,#N/A,#N/A,Amman,Amman,Amman,FALSE,,,,FINAL,,,,,,,,,,,https://pleiades.stoa.org/places/697728,,#N/A,,04-05,,,,,,,,,,,
162,#N/A,#N/A,#N/A,Anamur,Anamur,Anamur,FALSE,,,,FINAL,,,,Okay to keep,I think we can delete this.,Wasn't Anemurium deleted from Map 02-03? Do we need it on this map?,Anemurium,,,,https://pleiades.stoa.org/places/648557,,#N/A,,04-05,,,,,,,,,,,
163,361,New361,,Anazarba,Anazarba,Anazarba,FALSE,Anazarba/ʿAyn Zarba,Anazarba/ʿAyn Zarba,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/9,#N/A,,04-05,6,,,,,,,,,,
164,#N/A,#N/A,#N/A,Anbar,Anbar/Piruz Shapur,Anbar/Piruz Shapur,FALSE,Anbār/Fīrūz Shāpūr,Piroz-Shapur/Anbar,"On map 02-03, I would recommend putting Piruz Shapur before Anbar, and I would recommend keeping the P instead of the F (which is later Arabic influence).",LABEL REV.,,,Anbar/Firuz Shapur – shouldn’t that be Anbar/Firuz-Shapur (with -) like Veh-Ardashir above?,"Agree, good catch. Thank you.",On 10-11 and 19 perhaps just Anbar would make more sense?,,,,,,http://www.iranicaonline.org/articles/firuz-sapur,http://syriaca.org/place/211,#N/A,02-03,04-05,,,,,,12-13,,,,,
165,341,New341,,Ankara,Ankara,Ankara,FALSE,,,,LABEL REV.,,,,,,,Ancyra,,,,https://pleiades.stoa.org/places/619103,http://syriaca.org/place/494,#N/A,,04-05,,,,,,,,,,,
166,#N/A,#N/A,#N/A,Ardabil,Ardabil,Ardabil,FALSE,Ardabīl,,,FINAL,,,,,,http://www.iranicaonline.org/articles/ardabil,,,,,https://pleiades.stoa.org/places/884119,,#N/A,,04-05,,,,,,,14,,,,
167,308,New308,,Arwad,Arwad,Arwad,FALSE,,,,FINAL,,,,,,,,,,,http://pleiades.stoa.org/places/668197,,#N/A,,04-05,6,,,,,,,,,,
168,#N/A,#N/A,#N/A,Arzun,Arzun,Arzun,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/285,Arzun,,04-05,,,,,,,,,,,
169,#N/A,#N/A,#N/A,ASIA MINOR/ANATOLIA,ASIA MINOR/ANATOLIA,ASIA MINOR/ANATOLIA,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/504,#N/A,,04-05,,,,,,,,,,,
170,74,New74,Old227,Baghdad,Baghdad,Baghdad,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/41,Baghdad,,04-05,,,,,,12-13,14,,,,
171,342,New342,,Baku,Baku,Baku,FALSE,,,,FINAL,,,,,,,,,,,http://gazetteer.dainst.org/place/2347824,,#N/A,,04-05,,,,,,,14,,,,
172,#N/A,#N/A,#N/A,Banias,Banias,Banias,FALSE,,Baniyas,"Panias is the Greek name; Arabic does not have a 'B'. So if on map 04-05 we are preferring Arabic names to Greek, we should go with Baniyas, not to be confused with the coastal town.",REVISE,,,,"Panias is the Greek name; Arabic does not have a 'B'. So if on map 04-05 we are preferring Arabic names to Greek, we should go with Baniyas, not to be confused with the coastal town.","Okay, please use Baniyas for 04-05",,,,,,,http://syriaca.org/place/154,#N/A,,04-05,,,,,,,,,,,
173,#N/A,#N/A,#N/A,Baniyas,Baniyas,Baniyas,FALSE,Marqab,Marqab,,LABEL REV.,,,,,"Let's put the castle, which is important in Crusader history, instead of the city.",,,,,,,http://syriaca.org/place/273,#N/A,,04-05,,,,,,,,,,,
174,#N/A,#N/A,#N/A,Bardhaʔa,Bardhaʾa,Bardhaʾa,FALSE,Bardhaʿa,Bardhaʿa,Why italicize the revised label?,LABEL REV.,,,,"Oops, please don't copy my mistaken italics.",revise half-ring,"https://en.wikipedia.org/wiki/Barda,_Azerbaijan",Partaw,,,,http://www.iranicaonline.org/articles/bardaa-or-bardaa-arm,,#N/A,,04-05,,,,,,,,,,,
175,#N/A,#N/A,#N/A,Bayan/Khorramshahr,Muḥammara/Khorramshahr,Muḥammara/Khorramshahr,FALSE,,Bayan/Muḥammara/Khorramshahr,,QUESTION,,,,,Is it hard to read this label on map 04-05?,http://brillonline.nl/entries/encyclopaedia-of-islam-2/muhammara-SIM_5422?s.num=0&s.q=Mu%E1%B8%A5ammara,http://www.iranicaonline.org/articles/khorramshahr-02-population,,,,https://en.wikipedia.org/wiki/Khorramshahr,,#N/A,,04-05,,,,,,12-13,,,,,
176,#N/A,#N/A,#N/A,Baylaqan,Baylaqan,Baylaqan,FALSE,Baylaqān,,,FINAL,,,,,,http://www.iranicaonline.org/articles/baylaqan-armenian-form-paytakaran-cf,Paidangaran,,,,https://vici.org/vici/31945/,,#N/A,,04-05,,,,,,,,,,,
177,309,New309,,Baʕalbak,Baʿalbak,Baʿalbak,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/577,#N/A,,04-05,,,,,,,,,,,
178,#N/A,#N/A,#N/A,Baʕquba,Baʿquba,Baʿquba,FALSE,Baʿqūba,,,FINAL,,,,,,,,,,,https://gazetteer.dainst.org/app/#!/show/2043229,,#N/A,,04-05,,,,,,,,,,,
179,#N/A,#N/A,#N/A,Beirut,Beirut,Beirut,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/46,Beirut,,04-05,,,,,,,,,,,
180,#N/A,#N/A,#N/A,Beisan,Beisan,Beisan,FALSE,Baysān,Baysan,,LABEL REV.,,,,,,,,,,,https://pleiades.stoa.org/places/678378,http://syriaca.org/place/180,Scythopolis,,04-05,,,,,,,,,,,
181,68,New68,Old25,Bidlis,Bidlis,Bidlis,FALSE,Badlis,Badlis,Bitlis,LABEL REV.,,,,Bitlis,"Prefer Syriac vocalization use Badlis everywhere except Map 19, where let's use the modern Turkish Bitlis",,,,,,https://pleiades.stoa.org/places/874438,http://syriaca.org/place/2283,Badlis,,04-05,,,,,10-11,,,,,,19
182,11,New11,Old187,Bijar,Bijar,Bijar,FALSE,Bījār,,,FINAL,,,,,,GK,,,,,http://www.iranicaonline.org/articles/bijar-a-town-and-a-sahrestan-county-in-the-kurdistan-province-of-iran,,#N/A,,04-05,,,,,,,14,,,,
183,#N/A,#N/A,#N/A,Buṣra,Buṣra,Buṣra,FALSE,Buṣrā‎/Bostra,Bostra/Boṣra,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/40,Bostra,,04-05,,,,,,,,,,,
184,#N/A,#N/A,#N/A,Daquqa,Daquqa,Daquqa,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/812,#N/A,,04-05,,,,,10-11,12-13,,,,,
185,80,New80,Old58,Dinawar,Dinawar,Dinawar,FALSE,,,,FINAL,,,,,,Dīnavar,"Mādkai, Dīnawar, Dīnavar",,,,http://www.iranicaonline.org/articles/dinavar,,#N/A,,04-05,,,,,,12-13,14,,,,
187,#N/A,#N/A,#N/A,Echmiadzin,Echmiadzin,Echmiadzin,FALSE,,,,FINAL,,,,,,,,,,,,http://pleiades.stoa.org/places/863815,#N/A,,04-05,,,,,,,,,,,
188,#N/A,#N/A,#N/A,Erbil,Erbil,Erbil,FALSE,Erbil/Arbela,Erbil/Arbela,,REVISE,,,,,Fine to leave just Erbil on map 14 due to space. Please change on other maps. Label as Arbel on map 19 please.,,,,,,,http://syriaca.org/place/13 ,#N/A,,04-05,,,,,,,14,,,,19
189,226,New226,,Erzincan,Erzincan,Erzincan,FALSE,Erzincan/Yerznka,Erzincan/Erznka,"I would prefer Erznka to Yerznka, and not italicized.",LABEL REV.,,,,Perhaps Erzincan on 04-05 and Erznka on 10-11,,,,,,,https://pleiades.stoa.org/places/874467,http://syriaca.org/place/284,#N/A,,04-05,,,,,10-11,,,,,,
190,#N/A,#N/A,#N/A,Erzurum,Erzurum,Erzurum,FALSE,,,,FINAL,,,,,,Perhaps add Arabic name Arẓ al-Rūm?,,,,,,http://syriaca.org/place/484,#N/A,,04-05,,,,,,,,,,,
191,355,New355,Old190,Gazarta/Cizre,Gazarta/Cizre,Gazarta/Cizre,FALSE,,,,LABEL REV.,,,,,"We don't need ""Cizre"" on any map except Map 19, please use Gazarta on the others",GK,,,,,,http://syriaca.org/place/88,Gazarta,,04-05,,,,,10-11,,,,,,19
192,#N/A,#N/A,#N/A,Ḥaditha,Ḥaditha,Ḥaditha,FALSE,Ḥadīthat al-Furāt,Ḥadithat al-Furat,,LABEL REV.,,,,,,http://dx.doi.org/10.1163/1573-3912_islam_SIM_2593,,,,,http://dx.doi.org/10.1163/1573-3912_islam_SIM_2593,,#N/A,,04-05,,,,,10-11,,,,,,
193,159,New159,Old401,Hakkari,Hakkari,Hakkari,FALSE,,Hakkari/Julamerk,Do we want to add alternate name Julamerk (http://syriaca.org/place/107) which is the settlement now known as Hakkari (https://en.wikipedia.org/wiki/Hakk%C3%A2ri),LABEL REV.,,,,,Can we fit this?,We have dicose and region but not settlement,,,,,https://gazetteer.dainst.org/app/#!/show/2284205,,#N/A,,04-05,,,,,10-11,,,,,,19
194,#N/A,#N/A,#N/A,Ḥamah,Ḥamah,Ḥamah,FALSE,Ḥama,Ḥama,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/91,Ḥama,,04-05,,,,,,,,,,,
195,#N/A,#N/A,#N/A,Ḥarran,Ḥarran,Ḥarran,FALSE,,,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/216,Ḥarran,,04-05,,,,,,,,,,,
196,52,New52,Old8,Ḥesna d-Kifa,Ḥesna d-Kifa,Ḥesna d-Kifa,FALSE,,Ḥesna d-Kifa,Perhaps add Hasankeyf on Map 19 only?,LABEL REV.,,,,,Perhaps add Hasankeyf on Map 19 only?,,,,,,,http://syriaca.org/place/92,Ḥesno d-Kifo,,04-05,,,,,10-11,,,,,,19
197,262,New262,,Hit,Hit,Hit,FALSE,Hīt,,,FINAL,,,,,,,,,,,https://pleiades.stoa.org/places/894008,,#N/A,,04-05,,,,,,12-13,,,,,
198,#N/A,#N/A,#N/A,Ḥomṣ,Ḥomṣ,Ḥomṣ,FALSE,,,,FINAL,,,,,,"This is modern vocalization, whereas classical Arabic vocalization was Ḥimṣ, which I would prefer. (Dan King overruled this one).",,,,,,http://syriaca.org/place/215,Emesa,,04-05,,,,,,,,,,,
199,224,New224,,Hromkla,Hromkla,Hromkla,FALSE,Qalʿa Rumayta/Hromkla,Qalʿa Rumayta/Hromkla,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/97,#N/A,,04-05,6,,,,10-11,,,,,,
200,#N/A,#N/A,#N/A,Ḥulwan,Ḥulwan,Ḥulwan,FALSE,Ḥulwān,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/220,Ḥulwān,,04-05,,,,,,,,,,,
201,#N/A,#N/A,#N/A,IRAN,IRAN,IRAN,FALSE,,,,FINAL,,,,,,,,,,,https://gazetteer.dainst.org/app/#!/show/2043450,,#N/A,,04-05,,,,,,12-13,,,,,
202,481,New481,Old420,IRAQ,IRAQ,IRAQ,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/98,Iraq,,04-05,,,,,,12-13,,,,,
203,#N/A,#N/A,#N/A,Jaffa,Jaffa,Jaffa,FALSE,,,,FINAL,,,,,,,,,,,http://pleiades.stoa.org/places/687931,,#N/A,,04-05,,,8,,,,,,,,
204,#N/A,#N/A,#N/A,Janza,Janza,Janza,FALSE,,,,FINAL,,,,,,"https://en.wikipedia.org/wiki/Ganja,_Azerbaijan",Ganja,,,,http://www.iranicaonline.org/articles/ganja-,,#N/A,,04-05,,,,,,,,,,,
205,#N/A,#N/A,#N/A,Jawf,Jawf,Jawf,FALSE,,al-Jawf,,FINAL,,,,,,http://dx.doi.org/10.1163/1573-3912_islam_SIM_2030,,,,,https://pleiades.stoa.org/places/29548,,#N/A,,04-05,,,,,,,,,,,
206,444,New444,Old393,JAZEERA,JAZEERA,JAZEERA,FALSE,,JAZIRA,"I am not familiar with ""Upper Gazarta"" as a phrase.",REVISE,,,I can move the label to a degree (I don’t want it to straddle the divide between the maps) but I cannot fit anything this long and in all caps on the map at this point!,"Agree, just JAZIRA","Please move this label slightly to the East of the Khabur, in Syriac, Upper Jazeera refers to this area between the Khabur and the Tigris",ܓܙܪܬܐ ܥܠܝܬܐ Upper Gazarta ,,,,,https://en.wikipedia.org/wiki/Upper_Mesopotamia,http://syriaca.org/place/321,#N/A,,04-05,,,,,10-11,,,,,,19
207,#N/A,#N/A,#N/A,JIBAL,JIBAL,JIBAL,FALSE,,,,FINAL,,,,,,http://dx.doi.org/10.1163/1573-3912_hai_HAI_34_35,,,,,https://en.wikipedia.org/wiki/Jibal,,#N/A,,04-05,,,,,,,,,,,
208,#N/A,#N/A,#N/A,Jubayl,Jubayl,Jubayl,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/52,#N/A,,04-05,,,,,,,,,,,
209,#N/A,#N/A,#N/A,Jundishapur,Jundishapur,Jundishapur,FALSE,Jundishabur,Jundishabur,"I think it would make more sense to have the label ""Gondēshāpur/Beth Lapaṭ"" on Map 02-03, and have Jundīsābūr (the Arabic form) on map 04-05, perhaps with Beth Lapaṭ as alternate, but not Gondēshāpur on map 04-05.",LABEL REV.,,,"We had Gondeshapur/Beth Lapaṭ on map 2-3, Jundishapur made more sense for map 4-5.","Okay, please use ""Jundishabur"" with b",,"I think it would make more sense to have the label ""Gondēshāpur/Beth Lapaṭ"" on Map 02-03, and have Jundīsābūr (the Arabic form) on map 04-05, perhaps with Beth Lapaṭ as alternate, but not Gondēshāpur on map 04-05.",,,,,,http://syriaca.org/place/35 ,#N/A,,04-05,,,,,,,,,,,
210,#N/A,#N/A,#N/A,Kayseri,Kayseri,Kayseri,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/60,#N/A,,04-05,,,,,,,,,,,
