Name,New-ID,New_ID,Unicode-Name,Current-Name_from_Nov17Revised,Revised-Name_from_Nov17Revised,Longitude_DD_from_Nov17Revised,Latitude_DD_from_Nov17Revised,Maps-Estimated,6,7,Notes_from_Nov17Revised,Final,URI_from_Nov17Revised,Monastery_from_Nov17Revised,Multiple_from_Nov17Revised,My_notes_from_Nov17Revised
Nahargur/`Abdasi (approx.),512,New512,Nahargur/ʿAbdasi (approx.),Nahargur/ʿAbdasi (approx.),,47.4595428,31.3000599,,,,,,,,,
Karka d'Piroz,513,New513,Karka d-Piroz,Karka d-Piroz,,43.8291836,34.298547,,,,,,,,,
TIRHAN,514,New514,ṬIRHAN,ṬIRHAN,,44.04681623,34.43402855,1,,,,,,,,
KELLIA,515,New515,KELLIA,KELLIA,,30.3154635,30.7860874,"1,2",,,,,,,,
Wondrous Mountain mon.,516,New516,Wondrous Mountain,Wondrous Mountain,Wondrous Mountain,36.0354137,36.0913493,"1,2",6,,Not sure what to do here. This is both a monastary and a mountain. I think we should label it as a mountain but I like it having a point on the map. Thoughts?,,,,,
BETH ARAMAYE,517,New517,BETH ARAMAYE,BETH ARAMAYE,,44.98818607,33.26257839,"1,2,1",,,,,,,,
SALAKH,518,New518,SALAKH,SALAKH,,44.92562799,36.64228853,1,,,,,,,,
Ganzak,519,New519,Ganzak,Ganzak,,46.1928749,37.0122169,1,,,,,,,,
BETH DASEN,520,New520,BETH DASEN,BETH DASEN,,43.54285834,37.05350627,1,,,,,,,,
Tell A`par,521,New521,Tell Aʿpar,Tell Aʿpar,,42.4540043,36.3745368,,,,,,,,,
MEDITERRANEAN SEA,522,New522,MEDITERRANEAN SEA,MEDITERRANEAN SEA,,31.85564904,33.48751125,,6,"07,",,Y,,,,
RED SEA,523,New523,RED SEA,RED SEA,,35.90403473,25.14425144,,,,,,,,,
PERSIAN GULF,524,New524,PERSIAN GULF,PERSIAN GULF,,52.93265041,26.07343812,,,,,,,,,
INDIAN OCEAN,525,New525,INDIAN OCEAN,INDIAN OCEAN,,63.36882106,22.21776156,,,,,,,,,
BETH QATRAYE,526,New526,BETH QATRAYE,BETH QATRAYE,,50.56309713,25.96106595,,,,,,,,,
GOBI DESERT,527,New527,GOBI DESERT,GOBI DESERT,,108.8098895,43.40918225,,,,,,,,,
KARAKUM DESERT,528,New528,KARAKUM DESERT,KARAKUM DESERT,,60.26324611,40.29656306,4,,,,,,,,
KYZYLKUM DESERT,529,New529,KYZYLKUM DESERT,KYZYLKUM DESERT,,65.18703918,43.49941875,,,,,,,,,
Yazd,530,New530,Yazd,Yazd,,54.368248,31.9013881,,,,,,,,,
Adharma,531,New531,Adharma,Adharma,,41.7995882,36.9595284,,,,,,,,,
QARTA (approx.),532,New532,QARTA (approx.),QARTA (approx.),,41.7945671,37.0339741,1,,,,,,,,
Peroz Shapur,533,New533,Peroz Shapur,Peroz Shapur,,42.3763919,37.074354,,,,,,,,,
Sura,534,New534,Sura,Sura,,38.7833261,35.9013918,,,,,,,,,
Maragheh,535,New535,Maragheh,Maragheh,,46.2391645,37.3902515,,,,,,,,,
Dara,536,New536,Dara,Dara,,40.9541345,37.1794156,yes,,,,,,,,
Diamper,537,New537,Diamper,Diamper,,76.363333,9.913889,8,,,,,,,,
Kurisumala,538,New538,Kurisumala,Kurisumala,,76.8897803,9.6831467,8,,,,,,,,
Mantota,539,New539,Mantota,Mantota,,79.966667,8.95,8,,,,,,,,
Quilon,540,New540,Quilon,Quilon,,76.199167,10.222222,8,,,,,,,,
Tiruvalla,541,New541,Tiruvalla,Tiruvalla,,76.574891,9.381603,8,,,,,,,,
Baskinta,542,New542,Baskinta,Baskinta,,33.944167,35.7875,lebanon,,7,There is ā at the end but I have left out marking vowels as long and short following GEDSH ,y,,,,
Mar Yuḥanon Maron mon.,543,New543,Mar Yuḥanon Maron,Mar Yuḥanon Maron,,34.24833,35.75306,lebanon,,,Spelling for John,,,y,,
Mar Maron mon. ?,544,New544,Mar Maron ?,Mar Maron mon. ?,,35.41,36.39,lebanon,,,,,,,,
Dayr Qannubin mon.,545,New545,Dayr Qannubin,Dayr Qannubin,,34.25,35.95,lebanon,,,,y,,y,,
Ehden,546,New546,Ehden,Mar Sarkis/Ehden,,34.291111,35.965,lebanon,,7,Should be Sargis?,,,y,y,
WADI QADISHA,547,New547,WADI QADISHA,WADI QADISHA,,34.24333,36.04889,lebanon,,7,Vally or Wadi?,,,,,
BEQAA VALLEY,548,New548,BEQAA VALLEY,BEQAA VALLEY,,33.833333,36,lebanon,,7,"Modern spelling, could also use Coele-Syria",y,,,,
Mt. Lebanon,549,New549,Mt. Lebanon,Mt. Lebanon,,34.3,36.116667,lebanon,,7,,y,,,,
Mar Elisha mon.,550,New550,Mar Elisha,Mar Elisha,,34.247998,36.003098,lebanon,,7,,y,,y,,
Qozhaya mon.,551,New551,Qozhaya,Mar Antonios/Qozhaya,,34.283056,35.947222,lebanon,,7,,y,,y,y,
Monastery of Our Lady (Mayfuq),552,New552,Monastery of Our Lady (Mayfuq),Mayfuq,Our Lady of Mayfuq,34.1820579,35.7814447,lebanon,,7,I would like to keep the full title here because this was the seat of the patriachate,,https://en.wikipedia.org/wiki/Mayfouq,y,,
Mar Sharbel (mon.),553,New553,Mar Sharbel ,Mar Sharbel,,34.1077799,35.7353824,lebanon,,7,,y,,y,,
Yanouh,554,New554,Yanouh,Yanouh,,34.100583,35.884036,lebanon,,7,,,,,,Arabic only attested?
Kourmajit,555,New555,Kourmajit,Kourmajit,Kurmajit,35.342778,33.010833,cyprus,6,,u or ū?,,,,,
,,New,,,Qalamun Mountains,,,,,7,"New label, can be placed near Jubbadin",,http://syriaca.org/place/597,,,
,,New,,Anemurium,DELETE,,,,6,,,y,,,,
,557,New557,,Mar Maroun,Mar Maron,,,,,7,How to transliterate Maroun or Maron?,,https://en.wikipedia.org/wiki/Deir_Mar_Maroun,y,,
,558,New558,,Bashawwat,DELETE,,,,,7,,y,,,,
,559,New559,,LITANI R.,LITANI/LEONTES R.,,,,,7,,y,,,,
,560,New560,,Caesarea Philippi/Banias,,,,,,7,,y,https://pleiades.stoa.org/places/678324,,,
,561,New561,,Heliopolis/Baalbek,Heliopolis/Baʿalbek,,,,,7,,y,http://syriaca.org/place/577.html,,,Syriac name form here: https://archive.org/stream/sephraemisyrirab00over#page/256/mode/2up
,562,New562,,Abila,,,,,,7,,y,,,,
,,New,,Asia Minor (Anatolia),Asia Minor/Anatolia,,,,6,,for consistency,,,,,
Chalcis/Qenneshrin,,New,Chalcis/Qenneshrin,Chalcis/Qenneshrin,Chalcis/Qenneshrin,37.0038843,35.9895353,"1,2",6,,I see some confusion happened here. We actually need both locations if we can fit them Qenneshre and Qenneshrin are two different places.,,,,,
,,New,,Germaniceia/Marash,Germanicea/Marʿash,,,,6,,,,http://syriaca.org/place/89.html,,,
,,New,,Hierapolis/Castabala,DELETE,,,,6,,Too likely to confuse with the Hierapolis in Syria which is important for Syriac,y,,,,
,,New,,Olba,DELETE,,,,6,,,y,,,,
,,New,,Paphus,DELETE,,,,6,,,y,,,,
,,New,,Salamis,,,,,6,,,y,,,,
,,New,,Seleucia/Silifke,Seleucia ad Calycadnum,,,,6,,"Due to the importance of the other two seleucias (pieria and ctesiphon), this one needs a modifier, I am not sure it needs Silifke since that is just the Turkish pronunciation of the same",y,http://syriaca.org/place/174,,,
,563,New563,,Syrian Desert,,,,,6,7,,y,,,,
,,New,,Taurus Mountains,,,,,6,,,y,,,,
,556,New556,ʿArqa,ʿArqa,,,,,6,7,"Syriac and Phonoecian vocalization is ʿIrqa not ʿArqa, but Arabic and Latin vocalize with A",,http://syriaca.org/place/432,,,
,270,New270,,,Qenneshre,37.0038843,35.9895353,"1,2",6,,I see some confusion happened here. We actually need both locations if we can fit them Qenneshre and Qenneshrin are two different places.,,http://syriaca.org/place/230.html,,,
